"Dấu thời gian","Điểm số","Bạn có phải sinh viên UEH không ?","Trong 1 tháng qua, bạn có đặt trà sữa thông qua ứng dụng giao hàng không ?","Bạn có thích uống trà sữa không?","Lý do bạn chưa từng đặt trà sữa qua ứng dụng giao hàng là gì?","Bạn thường mua trà sữa bằng cách nào?  ","Điều gì có thể khiến bạn cân nhắc đặt trà sữa qua ứng dụng giao hàng? (Chọn nhiều đáp án nếu có)","  Bạn có dự định sử dụng ứng dụng giao hàng để đặt trà sữa trong tương lai không?  ","Bạn đã nghe qua thương hiệu nào dưới đây chưa?","mức tiền bạn sẵn sàn chi trả nếu bạn đặt trà sữa thông qua ứng dụng","Thời gian bạn sẵn sàng chờ đợi nếu có đặt trà sữa thông qua ứng dụng","Bạn đã từng mua hàng trực tiếp từ những thương hiệu nào ","Bạn có đã từng đặt trà sữa qua ứng dụng giao hàng nào?","Trong tuần trước bạn đã đặt trà sữa qua ứng dụng bao nhiêu lần?","Trung bình, bạn mất bao nhiêu phút để hoàn thành một đơn đặt trà sữa qua ứng dụng?","Bạn thường đặt trà sữa qua ứng dụng vào khoảng thời gian nào trong ngày?","Mức giá trung bình bạn thường chi cho một ly trà sữa qua ứng dụng là bao nhiêu?","Bạn có sẵn sàng đặt trà sữa với mức giá cao hơn nếu chất lượng tốt hơn không?( giá cả)","Bạn ưu tiên đặt trà sữa từ các thương hiệu nào nhất?","Bạn có sẵn sàng đặt trà sữa từ một quán mới chưa từng thử không?","Bạn sẵn sàng đợi bao lâu để nhận trà sữa đã đặt?","Bạn có thường xuyên hủy đơn vì thời gian giao hàng quá lâu không?","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chỉ đặt trà sữa khi có mã giảm giá hoặc ưu đãi từ ứng dụng.]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi ưu tiên đặt trà sữa từ cửa hàng có nhiều chương trình khuyến mãi hơn.]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu có freeship, tôi sẵn sàng đặt hàng ngay cả khi không thực sự có nhu cầu]","Ảnh hưởng của khuyến mãi & ưu đãi [Tôi thường chờ đến các dịp khuyến mãi lớn (sinh nhật app, ngày 8.8, 9.9, 10.10,...) để đặt trà sữa]","Ảnh hưởng của khuyến mãi & ưu đãi [Nếu giá trà sữa sau khi áp dụng mã giảm giá hấp dẫn, tôi có xu hướng đặt số lượng nhiều hơn.]","Ảnh hưởng của đánh giá & review [Tôi thường xem đánh giá sao trên ứng dụng trước khi quyết định đặt trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thích đặt hàng từ quán có nhiều đánh giá tích cực hơn.]","Ảnh hưởng của đánh giá & review [Nếu thấy một quán có đánh giá dưới 3 sao, tôi sẽ không đặt hàng.]","Ảnh hưởng của đánh giá & review [Tôi có xu hướng đọc các bình luận của người mua trước để xem phản hồi về chất lượng trà sữa.]","Ảnh hưởng của đánh giá & review [Tôi thường để lại đánh giá sau khi nhận trà sữa]","Bạn cảm thấy hài lòng như thế nào với trải nghiệm đặt trà sữa qua ứng dụng giao hàng?","Bạn có tiếp tục sử dụng ứng dụng để đặt trà sữa trong tương lai không?","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Hương vị của trà sữa sau khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Độ tươi mới của trà sữa khi nhận hàng.]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Nhiệt độ của trà sữa có phù hợp (đối với trà sữa nóng/lạnh)?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Lượng topping có đúng với yêu cầu đặt hàng không?]","Mức độ hài lòng về chất lượng sản phẩm Vui lòng đánh giá mức độ hài lòng của bạn về các khía cạnh sau (1: Rất không hài lòng – 5: Rất hài lòng): [Đóng gói của quán có đảm bảo không bị đổ hay hỏng khi vận chuyển?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thời gian giao hàng có đúng với dự kiến không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Thái độ của shipper khi giao hàng]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Tình trạng trà sữa sau khi giao hàng có còn nguyên vẹn không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Ứng dụng có cập nhật trạng thái đơn hàng kịp thời không?]","Mức độ hài lòng về dịch vụ giao hàng Vui lòng đánh giá mức độ hài lòng của bạn với dịch vụ giao hàng (1: Rất không hài lòng – 5: Rất hài lòng): [Bạn có cảm thấy an toàn khi nhận hàng từ shipper?]","Bạn cảm thấy mức giá khi đặt trà sữa qua ứng dụng như thế nào? ( giá cả)","Bạn có hài lòng với số lượng mã giảm giá & khuyến mãi từ ứng dụng không?","Trên thang điểm từ 0 – 10, bạn có sẵn sàng giới thiệu ứng dụng đặt trà sữa mà bạn đang sử dụng cho bạn bè không? (0: Không bao giờ – 10: Chắc chắn giới thiệu)","Giới tính của bạn ?","Độ tuổi của bạn","Thu nhập trung bình hàng tháng"
"3/24/2025 9:54:13","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","10 - 20 phút","Khuya ( 22h - 2h)","25000 - 40000 đồng","Trung lập","Ngô Gia","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Bình thường","Bình thường","Bình thường","Hài lòng","Hài lòng","không hài lòng","Hài lòng","không hài lòng","bình thường","Có thể","Bình thường","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Bình thường","5","Nữ","18 - 20","2 - 5 triệu"
"3/24/2025 9:55:48","0","Có","Có","Không","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Sáng ( 6h - 10h)","dưới 25000 đồng","Hoàn toàn không","The Alley","Đôi khi thử nếu giá rẻ","20 - 30 phút","hiếm khi","không hài lòng","không hài lòng","Bình thường","không hài lòng","Bình thường","Bình thường","không hài lòng","Bình thường","không hài lòng","Bình thường","không hài lòng","Không chắc chắn","Không hài lòng","Không hài lòng","Bình thường","Không hài lòng","Hài lòng","Không hài lòng","Rất không hài lòng","Hài lòng","Rất không hài lòng","Bình thường","Hơi đắt","Không hài lòng","2","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 21:19:53","0","Có","Có","Có","","","","","","","","","shoppee food","3 - 5 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Bình thường","10","Nam","18 - 20","Tôi chưa có thu nhập"
"3/24/2025 22:28:51","0","Có","Có","Có","","","","","","","","","Grab","1 - 3 lần","5 - 10 phút","Khuya ( 22h - 2h)","25000 - 40000 đồng","Không sẵn sàng","cà hê","Đôi khi thử nếu giá rẻ","Trên 40 phút","hiếm khi","Rất hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","Hài lòng","Rất không hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Hài lòng","8","Nam","18 - 20","5 - 10 triệu"
"3/26/2025 1:37:06","0","Có","Có","Có","","","","","","","","","shoppee food","7 lần trở lên","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Toco Toco","Sẵn sàng thử ngay","30 - 40 phút","thỉnh thoảng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Rất không hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất đắt","Rất hài lòng","10","Nữ","18 - 20","Dưới 2 triệu"
"3/27/2025 11:54:48","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","5 - 7 lần","20 - 30 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Không sẵn sàng","Gong Cha","Đôi khi thử nếu giá rẻ","20 - 30 phút","hiếm khi","Hài lòng","Bình thường","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Bình thường","Hài lòng","Hài lòng","hợp lí","Bình thường","6","Nam","18 - 20","5 - 10 triệu"
"3/27/2025 11:56:42","0","Không","Không","Không","Tôi không có nhu cầu uống trà sữa","Nhờ bạn bè/ người thân mua giúp","Nếu có chương trình giảm giá hấp dẫn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food","41000 - 55000 đồng","Trên 40 phút","The Alley, Gong Cha, Phúc Long, Toco Toco, Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 11:57:40","0","Có","Có","Bình thường ","","","","","","","","","shoppee food","1 - 3 lần","5 - 10 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Có sẵn sàng","Sunday Basic","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","không hài lòng","Bình thường","Bình thường","Hài lòng","bình thường","Có thể","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Bình thường","Hơi đắt","Bình thường","5","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 11:57:47","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Không sẵn sàng","Gong Cha","Đôi khi thử nếu giá rẻ","20 - 30 phút","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Rất không hài lòng","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Bình thường","7","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:13:59","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","7 lần trở lên","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Phúc Long","Sẵn sàng thử ngay","20 - 30 phút","thỉnh thoảng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Bình thường","Hài lòng","Rất hài lòng","Bình thường","hài lòng","Chắc chắn có","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Bình thường","7","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:18:22","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","10 - 20 phút","Chiều ( 14h - 18h )","25000 - 40000 đồng","Trung lập","Phúc Long","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Hài lòng","Hài lòng","không hài lòng","Hài lòng","Bình thường","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hơi đắt","Rất hài lòng","7","Nữ","18 - 20","2 - 5 triệu"
"3/27/2025 12:24:19","0","Có","Không","Không","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi thấy phí giao hàng quá cao, Ứng dụng không có quán trà sữa tôi thích","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn, Nếu có ưu đãi dành cho lần đầu đặt","Có, tôi sẽ thử nếu ưu đãi tốt","Be Food","25000 - 40000 đồng","20 - 30 phút","ngô gia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:46:02","0","Có","Không","Có","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food","Dưới 25000 đồng","20 - 30 phút","Phúc Long","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:50:57","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","dưới 25000 đồng","Trung lập","Koi Thé","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hài lòng","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Bình thường","7","Nữ","18 - 20","Dưới 2 triệu"
"3/27/2025 12:54:04","0","Có","Có","Có","","","","","","","","","shoppee food, Be food","3 - 5 lần","trên 30 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Trung lập","Gong Cha","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Bình thường","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hơi đắt","Không hài lòng","8","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:55:35","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","dưới 5 phút","Chiều ( 14h - 18h )","41000 - 55000 đồng","Trung lập","Phúc Long","Chỉ khi có review tốt","Dưới 20p","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Bình thường","8","Nữ","18 - 20","2 - 5 triệu"
"3/27/2025 12:56:47","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có nhiều thương hiệu trà sữa yêu thích hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food, Be Food","41000 - 55000 đồng","20 - 30 phút","Phúc Long, Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 12:57:40","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","1 - 3 lần","10 - 20 phút","Trưa (10h - 14h)","56000 - 70000 đồng","Có sẵn sàng","Phúc Long","Sẵn sàng thử ngay","20 - 30 phút","hiếm khi","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","bình thường","Có thể","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","Hơi đắt","Bình thường","1","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 13:34:12","0","Có","Không","Không","Tôi chưa từng cài đặt ứng dụng giao đồ ăn","Mua trực tiếp tại quán","Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food","Dưới 25000 đồng","Dưới 20 phút","Không phải các quán trên","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","2 - 5 triệu"
"3/27/2025 13:40:08","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","1 - 3 lần","10 - 20 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Hoàn toàn không","Toco Toco","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","bình thường","Chắc chắn có","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Rất hài lòng","7","Nam","18 - 20","5 - 10 triệu"
"3/27/2025 13:48:56","0","Có","Có","Có","","","","","","","","","shoppee food, Be food","3 - 5 lần","20 - 30 phút","Tối ( 18h - 22h)","56000 - 70000 đồng","Có sẵn sàng","Gong Cha","Sẵn sàng thử ngay","20 - 30 phút","chưa từng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","Hài lòng","Hài lòng","Rất hài lòng","hài lòng","Chắc chắn có","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","hợp lí","Bình thường","10","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 13:50:16","0","Không","Có","Có","","","","","","","","","Be food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Phúc Long","Chỉ khi có review tốt","Dưới 20p","hiếm khi","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","không hài lòng","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Hơi đắt","Bình thường","9","Nam","20 - 23","2 - 5 triệu"
"3/27/2025 14:10:29","0","Có","Có","Không","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","41000 - 55000 đồng","Hoàn toàn không","Koi Thé","Chỉ khi có review tốt","Dưới 20p","thường xuyên","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất không hài lòng","Bình thường","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","bình thường","Chắc chắn có","Hài lòng","Bình thường","Rất hài lòng","Bình thường","Không hài lòng","Bình thường","Rất hài lòng","Bình thường","Hài lòng","Hài lòng","Hơi đắt","Không hài lòng","8","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 14:19:14","0","Có","Không","Không","Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn","Có thể, nhưng tôi vẫn thích mua trực tiếp hơn","shoppee food, Grab food, Be Food","25000 - 40000 đồng","Dưới 20 phút","Toco Toco, Koi Thé","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nữ","20 - 23","Tôi chưa có thu nhập"
"3/27/2025 14:38:38","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","dưới 5 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Trung lập","Phúc Long","Sẵn sàng thử ngay","20 - 30 phút","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","bình thường","Có thể","Bình thường","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Hài lòng","8","Nữ","20 - 23","Tôi chưa có thu nhập"
"3/27/2025 16:15:24","0","Có","Có","Có","","","","","","","","","shoppee food","1 - 3 lần","10 - 20 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Trung lập","Gong Cha","Đôi khi thử nếu giá rẻ","20 - 30 phút","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","bình thường","Có thể","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","hợp lí","Bình thường","6","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 19:39:28","0","Có","Không","Không","Tôi thích mua trực tiếp tại cửa hàng hơn, Tôi không có nhu cầu uống trà sữa","Mua trực tiếp tại quán","Nếu có chương trình giảm giá hấp dẫn, Nếu có freeship hoặc phí giao hàng rẻ hơn","Có, tôi sẽ thử nếu ưu đãi tốt","shoppee food, Grab food, Be Food","25000 - 40000 đồng","20 - 30 phút","Toco Toco","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nam","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 19:42:38","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food, Ứng dụng giao hàng của cửa hàng","1 - 3 lần","trên 30 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Có sẵn sàng","Phúc Long","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Rất hài lòng","Rất hài lòng","Bình thường","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hài lòng","không hài lòng","bình thường","Có thể","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","hợp lí","Bình thường","5","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 19:43:56","0","Có","Có","Có","","","","","","","","","shoppee food, Ứng dụng giao hàng của cửa hàng, ","7 lần trở lên","trên 30 phút","Khuya ( 22h - 2h)","56000 - 70000 đồng","Hoàn toán sẵn sàng","Phúc Long","Sẵn sàng thử ngay","Dưới 20p","chưa từng","Rất không hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất không hài lòng","Hoàn toàn không","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Hơi đắt","Không hài lòng","8","Nam","18 - 20","Dưới 2 triệu"
"3/27/2025 19:43:59","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","5 - 10 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Trung lập","Toco Toco","Đôi khi thử nếu giá rẻ","Dưới 20p","hiếm khi","Hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","bình thường","Không chắc chắn","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Hài lòng","10","Nữ","18 - 20","5 - 10 triệu"
"3/27/2025 19:44:47","0","Có","Có","Có","","","","","","","","","shoppee food, Grab","1 - 3 lần","10 - 20 phút","Tối ( 18h - 22h)","25000 - 40000 đồng","Hoàn toàn không","Toco Toco","Đôi khi thử nếu giá rẻ","Dưới 20p","chưa từng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","bình thường","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","hợp lí","Hài lòng","8","Nam","20 - 23","Tôi chưa có thu nhập"
"3/27/2025 19:47:55","0","Có","Có","Có","","","","","","","","","shoppee food","7 lần trở lên","trên 30 phút","Khuya ( 22h - 2h)","56000 - 70000 đồng","Hoàn toán sẵn sàng","Gong Cha","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","rất hài lòng","Chắc chắn có","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","hợp lí","Rất hài lòng","10","Nữ","18 - 20","Tôi chưa có thu nhập"
"3/27/2025 19:48:54","0","Có","Có","Có","","","","","","","","","shoppee food, Grab, Be food","3 - 5 lần","trên 30 phút","Trưa (10h - 14h)","25000 - 40000 đồng","Trung lập","Hồng trà ngô gia","Chỉ khi có review tốt","20 - 30 phút","hiếm khi","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","bình thường","Chắc chắn có","Hài lòng","Bình thường","Hài lòng","Hài lòng","Hài lòng","Bình thường","Hài lòng","Hài lòng","Bình thường","Rất hài lòng","Hơi đắt","Hài lòng","10","Nữ","18 - 20","5 - 10 triệu"
"3/27/2025 19:49:29","0","Có","Có","Có","","","","","","","","","Grab","3 - 5 lần","10 - 20 phút","Chiều ( 14h - 18h )","56000 - 70000 đồng","Trung lập","Toco Toco","Sẵn sàng thử ngay","Dưới 20p","chưa từng","Bình thường","Bình thường","Bình thường","Bình thường","Bình thường","Rất hài lòng","Rất hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","hài lòng","Có thể","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Hài lòng","Rất hài lòng","Rất hài lòng","Hài lòng","Rất hài lòng","Hơi đắt","Bình thường","9","Nữ","18 - 20","5 - 10 triệu"
